;Unnamed: 0;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
289;289;femenino;industria;fabrica de;buenos aires;3;9.0;11/03/2019;8000000.0;microempresarial
290;290;femenino;industria;fabrica de;manrique central no. 1;2;4.0;24/04/2018;5000000.0;microempresarial
291;291;masculino;comercio;restaurante;la colina;3;15.0;20/06/2017;4000000.0;microempresarial
292;292;femenino;industria;fabrica de;santander;3;6.0;8/02/2017;3500000.0;microempresarial
293;293;masculino;industria;fabrica de;campo valdes no. 1;2;4.0;6/12/2017;7300000.0;microempresarial
294;294;femenino;industria;variedades;aranjuez;3;4.0;11/10/2018;3000000.0;microempresarial
295;295;femenino;servicio;mantenimiento en;buenos aires;1;9.0;16/11/2017;7000000.0;microempresarial
296;296;masculino;comercio;variedades;robledo;2;7.0;26/01/2018;5000000.0;microempresarial
297;297;masculino;comercio;comidas rapidas;aranjuez;2;4.0;10/05/2018;1500000.0;microempresarial
298;298;femenino;industria;fabrica de repuestos;san benito;3;10.0;28/05/2018;5000000.0;microempresarial
299;299;femenino;servicio;peluqueria;aranjuez;3;4.0;14/02/2017;6000000.0;microempresarial
300;300;femenino;industria;variedades;aranjuez;3;4.0;4/05/2018;7800000.0;microempresarial
301;301;femenino;comercio;comidas rapidas;robledo;3;7.0;22/02/2018;5000000.0;microempresarial
302;302;femenino;industria;fabrica de;aranjuez;3;4.0;10/04/2018;3000000.0;microempresarial
303;303;masculino;comercio;fabrica de calzado;manila;3;14.0;22/04/2019;1500000.0;microempresarial
304;304;femenino;comercio;comidas rapidas;robledo;2;7.0;6/12/2017;7300000.0;microempresarial
305;305;masculino;industria;carpinteria;santa cruz;1;2.0;11/08/2016;4000000.0;microempresarial
306;306;masculino;comercio;fabrica de alimentos;popular;2;1.0;7/11/2018;7800000.0;microempresarial
307;307;femenino;industria;fabrica de;manrique central no. 1;3;4.0;17/05/2018;5000000.0;microempresarial
308;308;femenino;industria;fabrica de;lopez de mesa;3;7.0;20/09/2017;5000000.0;microempresarial
309;309;femenino;comercio;variedades;pedregal;3;6.0;25/10/2017;7377000.0;microempresarial
310;310;femenino;industria;fabrica de;popular;2;1.0;31/08/2016;6000000.0;microempresarial
311;311;femenino;industria;fabrica de;robledo;1;7.0;21/02/2019;7000000.0;microempresarial
312;312;femenino;industria;fabrica de;manrique central no. 2;2;3.0;10/08/2017;3000000.0;microempresarial
313;313;femenino;comercio;variedades;enciso;2;8.0;26/10/2017;1000000.0;microempresarial
314;314;masculino;comercio;variedades;campo valdes no. 1;3;4.0;16/07/2018;7800000.0;microempresarial
315;315;femenino;servicio;comidas rapidas;buenos aires;3;9.0;12/07/2016;6000000.0;microempresarial
316;316;femenino;comercio;comidas rapidas;la palma;2;16.0;22/06/2018;7000000.0;microempresarial
317;317;femenino;industria;fabrica de helados;olaya herrera;1;7.0;14/06/2018;4500000.0;microempresarial
318;318;femenino;agropecuaria;criadero de animales;cabecera san antonio ;2;80.0;9/10/2017;14000000.0;agropecuaria
319;319;femenino;servicio;peluqueria;belen;3;16.0;3/11/2016;6890000.0;microempresarial
320;320;femenino;industria;fabrica de;buenos aires;3;9.0;9/05/2018;6000000.0;microempresarial
321;321;femenino;industria;fabrica de;belen;1;16.0;9/07/2018;5000000.0;microempresarial
322;322;femenino;comercio;miscelanea;campo valdes no. 1;2;4.0;29/05/2019;6000000.0;microempresarial
323;323;femenino;comercio;cafeteria;pablo vi;2;2.0;6/09/2017;7000000.0;microempresarial
324;324;masculino;industria;carpinteria;san martin de porres;2;6.0;15/06/2016;6890000.0;microempresarial
327;327;femenino;servicio;comidas rapidas;la cruz;1;3.0;16/02/2018;7000000.0;microempresarial
328;328;femenino;servicio;peluqueria;robledo;3;7.0;15/07/2016;6890000.0;microempresarial
329;329;femenino;comercio;venta de calzado;picachito;1;6.0;9/05/2018;4000000.0;microempresarial
330;330;femenino;comercio;tienda;la pradera;2;13.0;13/09/2017;4400000.0;credioportuno
331;331;masculino;comercio;variedades;playon de los ;1;2.0;9/02/2018;7000000.0;microempresarial
332;332;masculino;comercio;billares;cabecera san cristobal;2;60.0;22/09/2016;6890000.0;microempresarial
333;333;femenino;comercio;fabrica de alimentos;villa del socorro;2;2.0;14/09/2018;4000000.0;microempresarial
334;334;masculino;comercio;licorera;robledo;2;7.0;29/03/2017;7377000.0;microempresarial
335;335;femenino;comercio;cafeteria;cabecera san antonio ;3;80.0;31/01/2019;7000000.0;microempresarial
336;336;femenino;servicio;comidas rapidas;doce de octubre no.1;2;6.0;9/02/2018;6000000.0;microempresarial
337;337;femenino;comercio;variedades;san javier no.1;1;13.0;19/11/2016;6800000.0;microempresarial
338;338;masculino;servicio;fabrica de;robledo;2;7.0;9/08/2016;6890000.0;microempresarial
339;339;femenino;servicio;peluqueria;cabecera san cristobal;2;60.0;18/08/2017;4000000.0;microempresarial
340;340;femenino;servicio;peluqueria;aranjuez;2;4.0;25/07/2018;3500000.0;microempresarial
341;341;femenino;comercio;tienda;la libertad;2;8.0;27/06/2016;4000000.0;microempresarial
342;342;femenino;comercio;licorera;buenos aires;1;9.0;23/04/2018;3000000.0;microempresarial
343;343;femenino;comercio;tienda;manrique central no. 2;2;3.0;30/01/2018;4000000.0;microempresarial
344;344;femenino;servicio;miscelanea;campo valdes no. 1;3;4.0;6/07/2016;6000000.0;microempresarial
345;345;masculino;industria;fabrica de productos;robledo;1;7.0;26/10/2016;4000000.0;microempresarial
346;346;femenino;comercio;panaderia;tejelo;3;5.0;20/02/2018;7800000.0;microempresarial
347;347;femenino;comercio;variedades;doce de octubre no.1;2;6.0;25/01/2019;2000000.0;microempresarial
348;348;femenino;comercio;papeleria;campo valdes no. 1;3;4.0;5/04/2018;7800000.0;microempresarial
349;349;masculino;comercio;tienda;enciso;2;8.0;16/02/2016;6000000.0;microempresarial
350;350;masculino;industria;fabrica de;enciso;3;8.0;6/06/2017;5000000.0;microempresarial
351;351;femenino;industria;fabrica de;boston;3;10.0;19/04/2017;20000000.0;microempresarial
352;352;femenino;comercio;tienda;villa niza;2;2.0;25/04/2018;7000000.0;microempresarial
353;353;femenino;comercio;variedades;robledo;2;7.0;18/07/2017;7377000.0;microempresarial
354;354;femenino;comercio;variedades;guayabal;3;15.0;3/02/2017;6890000.0;microempresarial
355;355;femenino;comercio;tienda;cabecera san cristobal;1;60.0;5/02/2018;4000000.0;microempresarial
356;356;masculino;comercio;tienda;el salvador;2;9.0;5/06/2017;7000000.0;microempresarial
357;357;femenino;industria;fabrica de;manrique central no. 2;3;3.0;19/05/2017;6000000.0;microempresarial
358;358;femenino;comercio;variedades;aranjuez;2;4.0;9/05/2017;4000000.0;microempresarial
359;359;femenino;comercio;variedades;llanaditas;2;8.0;6/02/2018;6000000.0;microempresarial
360;360;femenino;comercio;restaurante;playon de los ;2;2.0;6/02/2017;3000000.0;microempresarial
361;361;masculino;comercio;fabrica de helados;manrique central no. 1;3;4.0;13/12/2018;6500000.0;microempresarial
362;362;masculino;comercio;distribuidora de;cabecera san cristobal;1;60.0;28/02/2018;7800000.0;microempresarial
363;363;masculino;servicio;taller de mecanica;toscana;3;5.0;26/10/2016;6890000.0;microempresarial
364;364;femenino;comercio;variedades;campo valdes no. 1;2;4.0;24/05/2018;7800000.0;microempresarial
365;365;femenino;comercio;variedades;guayabal;3;15.0;7/03/2018;7000000.0;microempresarial
366;366;femenino;comercio;variedades;santo domingo savio ;1;1.0;22/06/2018;7800000.0;microempresarial
367;367;femenino;industria;fabrica de;calasanz;3;12.0;16/12/2016;6890000.0;microempresarial
368;368;femenino;servicio;peluqueria;castilla;2;5.0;4/07/2017;2000000.0;microempresarial
369;369;femenino;servicio;fabrica de;villatina;1;8.0;15/07/2016;3000000.0;microempresarial
370;370;femenino;comercio;comidas rapidas;enciso;2;8.0;7/03/2018;3000000.0;microempresarial
371;371;masculino;comercio;variedades;alfonso lopez;3;5.0;23/05/2017;7000000.0;microempresarial
372;372;femenino;comercio;tienda;granizal;2;1.0;26/09/2017;7300000.0;microempresarial
373;373;masculino;comercio;tienda;moravia;1;4.0;26/02/2018;650000.0;microempresarial
374;374;femenino;servicio;comidas rapidas;moravia;1;4.0;19/11/2016;1000000.0;microempresarial
375;375;femenino;comercio;tienda;san javier no.2;2;13.0;21/02/2019;8200000.0;microempresarial
376;376;femenino;servicio;peluqueria;buenos aires;2;9.0;21/03/2017;5000000.0;microempresarial
377;377;femenino;comercio;variedades;el progreso no.2;1;6.0;26/09/2017;5000000.0;microempresarial
378;378;masculino;industria;marroquineria;san javier no.1;3;13.0;25/02/2016;1800000.0;microempresarial
379;379;masculino;industria;fabrica de;robledo;3;7.0;19/10/2017;2000000.0;microempresarial
380;380;femenino;servicio;fabrica de ceramica;doce de octubre no.1;2;6.0;17/08/2016;6000000.0;microempresarial
381;381;femenino;comercio;fabrica de;popular;2;1.0;17/01/2017;7300000.0;microempresarial
382;382;femenino;comercio;variedades;cabecera san antonio ;2;80.0;14/08/2018;7800000.0;microempresarial
383;383;femenino;industria;fabrica de velas;aranjuez;3;4.0;20/05/2016;1500000.0;microempresarial
384;384;masculino;industria;fabrica de;manrique central no. 1;2;4.0;12/10/2017;6000000.0;microempresarial
385;385;femenino;industria;fabrica de;castilla;2;5.0;17/05/2016;5000000.0;microempresarial
386;386;masculino;comercio;granero;santa cruz;1;2.0;22/05/2017;7377000.0;microempresarial
387;387;femenino;industria;fabrica de;la francia;2;2.0;4/07/2018;7800000.0;microempresarial
388;388;masculino;comercio;variedades;cabecera san antonio ;3;80.0;27/07/2017;4000000.0;microempresarial
389;389;masculino;comercio;fabrica de;manrique oriental;3;3.0;18/04/2018;7800000.0;microempresarial
390;390;femenino;comercio;almacen de ropa en;buenos aires;3;9.0;17/11/2017;7377000.0;microempresarial
391;391;femenino;comercio;variedades;boston;3;10.0;1/02/2017;7370000.0;microempresarial
392;392;masculino;comercio;tienda;trinidad;3;15.0;3/11/2017;4000000.0;microempresarial
393;393;femenino;comercio;tienda;enciso;1;8.0;26/04/2016;6500000.0;microempresarial
394;394;femenino;comercio;tienda naturista;santo domingo savio ;1;1.0;6/11/2018;7000000.0;microempresarial
395;395;femenino;comercio;comidas rapidas;doce de octubre no.1;1;6.0;27/10/2017;7370000.0;microempresarial
396;396;femenino;comercio;tienda;villa hermosa;3;8.0;21/08/2018;4000000.0;microempresarial
397;397;femenino;servicio;peluqueria;guayabal;3;15.0;28/07/2017;7000000.0;microempresarial
398;398;masculino;servicio;barberia;miranda;2;4.0;18/10/2018;7000000.0;microempresarial
399;399;femenino;comercio;variedades;cabecera san antonio ;2;80.0;5/06/2018;7800000.0;microempresarial
400;400;femenino;comercio;almacen de ropa en;castilla;2;5.0;11/10/2016;3500000.0;microempresarial
401;401;masculino;industria;fabrica de;la floresta;3;12.0;21/04/2016;6890000.0;microempresarial
402;402;masculino;servicio;panaderia;cabecera san cristobal;2;60.0;7/07/2017;7300000.0;microempresarial
403;403;femenino;comercio;comidas rapidas;san pablo;2;1.0;5/03/2018;7800000.0;microempresarial
404;404;masculino;industria;fabrica de;san javier no.1;3;13.0;20/05/2019;6000000.0;microempresarial
405;405;femenino;comercio;miscelanea;robledo;3;7.0;5/09/2017;7300000.0;microempresarial
406;406;femenino;comercio;fabrica de alimentos;castilla;2;5.0;3/04/2018;3000000.0;microempresarial
407;407;femenino;industria;fabrica de;san javier no.1;1;13.0;24/09/2018;6000000.0;microempresarial
408;408;femenino;comercio;variedades;granizal;2;1.0;6/06/2018;7800000.0;microempresarial
409;409;femenino;servicio;comidas rapidas;castilla;3;5.0;5/05/2016;6890000.0;microempresarial
410;410;masculino;industria;fabrica de;la francia;2;2.0;20/11/2018;7800000.0;microempresarial
411;411;femenino;servicio;peluqueria;san javier no.1;1;13.0;15/06/2017;7370000.0;microempresarial
412;412;masculino;servicio;mantenimiento en;castilla;3;5.0;1/02/2017;7200000.0;microempresarial
413;413;femenino;industria;fabrica de;andalucia;2;2.0;11/07/2018;1500000.0;microempresarial
414;414;femenino;comercio;cafeteria;belen;2;16.0;20/10/2016;4130000.0;microempresarial
415;415;masculino;agropecuaria;sembrados;cabecera san cristobal;2;60.0;20/10/2017;7300000.0;microempresarial
416;416;femenino;comercio;tienda de helados;aranjuez;2;4.0;6/05/2019;6000000.0;microempresarial
417;417;femenino;comercio;peluqueria;manrique central no. 2;2;3.0;1/03/2018;3000000.0;microempresarial
418;418;masculino;industria;ebanistaria;aranjuez;1;4.0;20/10/2017;7370000.0;microempresarial
419;419;femenino;comercio;tienda;buenos aires;2;9.0;5/03/2019;6000000.0;microempresarial
420;420;femenino;comercio;almacen de ropa en;la francia;2;2.0;12/12/2017;6500000.0;microempresarial
421;421;masculino;comercio;variedades;san javier no.1;3;13.0;21/02/2018;7377000.0;microempresarial
422;422;femenino;servicio;peluqueria;olaya herrera;1;7.0;24/02/2017;7000000.0;microempresarial
423;423;femenino;comercio;variedades;robledo;2;7.0;15/06/2018;2000000.0;microempresarial
424;424;femenino;industria;fabrica de;cabecera san cristobal;2;60.0;25/07/2018;2000000.0;microempresarial
425;425;femenino;servicio;cafe e internet;moravia;1;4.0;12/04/2018;2500000.0;microempresarial
426;426;masculino;servicio;barberia;robledo;3;7.0;14/09/2018;5500000.0;microempresarial
427;427;masculino;comercio;restaurante;san javier no.1;2;13.0;21/09/2018;7800000.0;microempresarial
429;429;masculino;comercio;variedades;barrio caicedo;3;9.0;5/05/2016;5000000.0;microempresarial
430;430;femenino;comercio;fabrica de calzado;villa niza;1;2.0;13/02/2018;4000000.0;microempresarial
431;431;femenino;industria;fabrica de;moravia;2;4.0;24/05/2018;5000000.0;microempresarial
432;432;femenino;comercio;tienda;santa cruz;1;2.0;22/06/2018;7500000.0;microempresarial
433;433;femenino;comercio;comidas rapidas;pedregal;3;6.0;11/04/2018;7000000.0;microempresarial
434;434;femenino;comercio;variedades;moravia;1;4.0;16/03/2016;6000000.0;microempresarial
435;435;masculino;comercio;tienda;13 de noviembre;1;8.0;20/01/2017;6000000.0;microempresarial
436;436;masculino;servicio;cafe e internet;robledo;2;7.0;9/07/2018;6000000.0;microempresarial
437;437;femenino;industria;fabrica de;boyaca;3;5.0;5/07/2017;7377000.0;microempresarial
438;438;femenino;comercio;distribuidora de;belen;1;16.0;24/04/2019;7000000.0;microempresarial
439;439;masculino;servicio;lavanderia;san javier no.2;1;13.0;28/03/2016;6000000.0;microempresarial
440;440;femenino;comercio;lavanderia;castilla;3;5.0;5/07/2018;7800000.0;microempresarial
441;441;femenino;servicio;fabrica de juegos;granizal;2;1.0;8/03/2018;2000000.0;microempresarial
442;442;masculino;servicio;recreativo educativo;belen;3;16.0;16/09/2016;6890000.0;microempresarial
443;443;masculino;comercio;distribuidora de;manrique central no. 1;3;4.0;24/04/2018;5000000.0;microempresarial
444;444;femenino;industria;fabrica de calzado;santo domingo savio ;1;1.0;19/05/2017;7300000.0;microempresarial
445;445;femenino;comercio;ferreteria;13 de noviembre;1;8.0;1/03/2017;7377000.0;microempresarial
446;446;masculino;comercio;tienda;tejelo;3;5.0;12/09/2018;5000000.0;microempresarial
447;447;femenino;comercio;papeleria;villa guadalupe;2;1.0;30/11/2016;6890000.0;microempresarial
448;448;femenino;comercio;variedades;boston;3;10.0;5/09/2018;7800000.0;microempresarial
449;449;femenino;industria;fabrica de;robledo;1;7.0;22/01/2019;7800000.0;microempresarial
450;450;femenino;servicio;organización y;cabecera san cristobal;2;60.0;11/05/2016;5000000.0;microempresarial
451;451;femenino;comercio;variedades;santo domingo savio ;1;1.0;23/10/2017;4000000.0;microempresarial
452;452;masculino;comercio;tienda;belen;2;16.0;12/10/2017;7200000.0;microempresarial
454;454;masculino;comercio;restaurante;enciso;1;8.0;19/10/2016;4000000.0;microempresarial
455;455;femenino;comercio;variedades;calasanz;2;12.0;27/07/2017;5000000.0;microempresarial
456;456;femenino;comercio;fabrica de calzado;pedregal;3;6.0;3/10/2018;3500000.0;microempresarial
457;457;femenino;industria;fabrica de;playon de los ;1;2.0;6/05/2019;3750000.0;microempresarial
458;458;masculino;comercio;tienda;san javier no.1;2;13.0;28/07/2017;6000000.0;microempresarial
459;459;femenino;industria;fabrica de;buenos aires;2;9.0;20/09/2018;7800000.0;microempresarial
460;460;femenino;industria;fabrica de;robledo;2;7.0;22/02/2017;7000000.0;microempresarial
461;461;femenino;servicio;productos de belleza;cordoba;3;7.0;31/10/2017;23510000.0;empresarial ed. 
462;462;femenino;industria;fabrica de;20 de julio;2;13.0;7/09/2016;3000000.0;microempresarial
463;463;masculino;industria;fabrica de;campo valdes no. 1;2;4.0;4/05/2018;1800000.0;microempresarial
464;464;masculino;comercio;distribuidora de;villa del socorro;2;2.0;17/12/2018;1500000.0;microempresarial
465;465;femenino;servicio;peluqueria;campo valdes no. 1;2;4.0;6/09/2017;7000000.0;microempresarial
466;466;femenino;comercio;peluqueria;robledo;1;7.0;30/05/2018;7000000.0;microempresarial
467;467;femenino;industria;fabrica de;robledo;2;7.0;25/10/2016;5000000.0;microempresarial
468;468;femenino;comercio;papeleria;san javier no.1;1;13.0;15/02/2018;6000000.0;microempresarial
469;469;femenino;comercio;tienda;manrique central no. 1;3;4.0;28/06/2017;7377000.0;microempresarial
470;470;femenino;comercio;almacen de ropa en;santo domingo savio ;2;1.0;8/03/2018;3000000.0;microempresarial
471;471;femenino;comercio;comidas rapidas;trinidad;3;15.0;22/11/2017;3000000.0;microempresarial
472;472;masculino;comercio;ferreteria;cabecera san cristobal;2;60.0;11/08/2016;3000000.0;microempresarial
473;473;femenino;comercio;restaurante;manrique central no. 1;2;4.0;29/04/2019;3000000.0;microempresarial
475;475;femenino;comercio;almacen de ropa en;belen;3;16.0;25/07/2018;5000000.0;microempresarial
476;476;femenino;servicio;variedades;la america;2;12.0;11/07/2017;5000000.0;microempresarial
477;477;masculino;industria;fabrica de;castilla;2;5.0;1/08/2018;7800000.0;microempresarial
478;478;masculino;servicio;variedades;girardot;3;5.0;7/07/2017;6000000.0;microempresarial
479;479;masculino;servicio;taller de mecanica;robledo;3;7.0;8/06/2017;20000000.0;empresarial ed. 
